,seller_id,instances,seller_zip_code_prefix,seller_city,seller_state,geolocation_lat,geolocation_lng
1136,b2a6d334e2833acea353624840e25a0e,26,4133,sao paulo,SP,-23.60516781349181,-46.61601120953325
1124,ed4311e67debd72b8610a5347a743087,26,7170,guarulhos,SP,-23.42538874783232,-46.40945331814248
1122,730937bf88cb151eb2eb849f642fc213,26,13500,rio claro,SP,-22.3904025,-47.55415825812221
1120,a3f0b55de503387383c7b1de3ad7f678,26,82400,curitiba,PR,-25.381285459893817,-49.32011488144479
1118,10076e5788b8ee532724bcd460baf762,26,14315,batatais,SP,-20.890145802354706,-47.58725977981192
1115,d51e0a403fe2e689ece6c73359d96e12,26,17580,pompeia,SP,-22.088940911051445,-50.14900640202948
1114,cea729054f157f5870bdd321a958d994,26,3161,sao paulo,SP,-23.574574290155443,-46.561445809557085
1113,77a515caa36327151d1cc6c32a9f00e1,26,9912,diadema,SP,-23.68652898805477,-46.60743532431184
1112,8090490573c6c0aa343a7231ebcb8c86,26,4130,sao paulo - sp,SP,-23.602915561197992,-46.616129413266776
1109,334cab711dee080b079fa5779b584783,26,9190,santo andre,SP,-23.667844391013794,-46.532389018177646
1108,c731d18cea9bf687ffee82a241c25b11,26,89701,concordia,SC,-27.209682373823966,-52.00339069700252
1107,af4a0e4cfe1d9c26b6712b1be25a72e5,26,35670,mateus leme,MG,-19.979336999999944,-44.40392432771621
1106,15aac934c58d886785ac1b17953ea898,26,29480,muqui,ES,-20.89648248931092,-41.26804620370524
1105,8ab42aa58097fd4668d60cc648225d5f,26,74150,goiania,GO,-16.69142340149125,-49.26496079774681
1103,ccf8813e5a7d6c84d865cd38bfc2b130,26,12080,taubate,SP,-23.013783503679857,-45.53148656043673
1102,013900e863eace745d3ec7614cab5b1a,26,80740,curitiba,PR,-25.434799628080142,-49.304741437417015
1014,8cc6a0e5738e61a87b03c78b2ba9db4b,26,37795,andradas,MG,-22.05521984644656,-46.55845891753618
1143,79ed755314cfe6df0daef2c6cd3022cd,25,13503,rio claro,SP,-22.399759680826,-47.55725099945174
1140,0afccdb8a34ee5c79f7c06faf2b4d56e,25,38400,uberlandia,MG,-18.88578091122749,-48.23361225000001
117,4e5725ba188db8252977a4f0227bd462,25,14092,ribeirao preto,SP,-21.172655346932885,-47.75772416625401
1139,e99e927c81e3f51739c94fcdfca9f10f,25,38400,uberlandia,MG,-18.88578091122749,-48.23361225000001
1145,39d54ff918774174706fb065d7f9dc07,25,4243,sao paulo,SP,-23.622657485429045,-46.58346387676728
1146,fb89df7f89fd1b8f03fa2acca1ba7364,25,85853,foz do iguacu,PR,-25.54488170315448,-54.504308341490834
1147,b83cedfb587e7911540e3f576d6917ce,25,4870,sao paulo,SP,-23.734698809031737,-46.73097069837936
598,198c7ea11960a9844b544d9bcdca860c,25,37590,jacutinga,MG,-22.214439999999968,-46.532779999999946
1152,a938325a4b357fd23a6a4d5bb126408e,25,26510,nilopolis,RJ,-22.806364499999997,-43.40960650560951
1153,1fe5540d7c1c37a595fefbacd5570d9e,25,25850,paraiba do sul,RJ,-22.13611710379737,-43.19005577129549
1071,e48b04bf1aa1ef711caebeb7aede6180,25,80240,curitiba,PR,-25.44254292783772,-49.27742286511052
1155,bc47d5d1490df2b36add65d733eafaba,25,9163,santo andre,SP,-23.7622680628159,-46.46728047262276
1151,ddd51ae8cda92f3995a51fc0f0f3eec7,25,23062,rio de janeiro,RJ,-22.89193811974637,-43.59641014742723
515,e89c4adbe7b1d0819dbb636e16461cf1,25,13347,indaiatuba,SP,-23.11991479166824,-47.21505851096427
1154,df56d7b40d437f88407c5f78b63bc328,25,85812,cascavel,PR,-24.9314175,-53.42681331086607
500,3481aa57cd91f9f9d3fa1fa12d9a3bf7,25,13360,capivari,SP,-22.978623537776976,-47.39745745115124
1148,977f9f63dd360c2a32ece2f93ad6d306,25,14910,tabatinga,SP,-21.726139484142223,-48.677811429183045
1177,a5a1bfcf728ab0e19182959cf0771ee4,24,13960,socorro,SP,-22.552509593380687,-45.469304217058784
1175,9596c870880d900012f2e8e6e30d06d7,24,37074,varginha,MG,-21.585276344697668,-45.44005616385443
1176,681fce914360217db47784ae28905a96,24,83709,araucaria,PR,-25.592942330143583,-49.36087463192588
1174,02ecc2a19303f05e59ce133fd923fff7,24,9121,santo andre,SP,-23.629356525725164,-46.30406408381901
1172,3a734b715d333a2588a3d54a0c9b8746,24,6132,osasco,SP,-23.546764686652416,-46.79297596073055
1171,e7df4cd29ab5abab70fb0783ddb53987,24,4122,sao paulo,SP,-23.59692849653754,-46.615516939206266
1173,07bf9669d84d1f11be443a9dd938f698,24,4761,sao paulo,SP,-23.661079230625077,-46.71572253857696
896,f76a3b1349b6df1ee875d1f3fa4340f0,24,3275,sao paulo,SP,-23.576705350539573,-46.53320166333889
1178,3785b653b1b82de85ab47dd139938091,24,85640,ampere,PR,-25.90304171673461,-53.46586783844553
1179,0d33a55da925bbf1ff02af5f6059fc7f,24,5632,sao paulo,SP,-23.595312350083827,-46.72923134691546
1168,cfe94489ddd337d1e29e12f2a7205d10,24,3178,sao paulo,SP,-23.54880483680534,-46.56732648344412
839,e21a1e8be4715b0fcfd5385643bc49c4,24,88715,jaguaruna,SC,-28.61041537478968,-48.910134217881385
516,8c5e007d7bd5693fa1386ffefbc99f6c,24,13347,indaiatuba,SP,-23.11991479166824,-47.21505851096427
920,b19f3ca2ea475913750f25a5c37c8d8f,24,35501,divinopolis,MG,-20.107596248191538,-44.84435066194747
1170,7c5b05cbdb5542049f38d90d7815b97d,24,5201,sao paulo,SP,-23.40141467638064,-46.38270454884875
913,82bd0703a4aefd6b599e5bfdaed378fb,24,17510,marilia,SP,-22.19022701583294,-49.92793218872988
1167,3d5d0dc7073a299e31fa718ce1bc00b6,24,22785,rio de janeiro,RJ,-22.876728317539506,-43.4443274170613
1165,343e716476e3748b069f980efbaa294e,24,13033,campinas,SP,-22.867672588954918,-47.04350572315191
1164,ce616e1913288884e7742faac9d981db,24,6711,cotia,SP,-23.595798904152478,-46.828629725950535
1163,7139dc5186aa238b006e066d8fbab2e4,24,13901,amparo,SP,-22.67918216374851,-46.76462462936757
1162,784ba75dd9d20200c4caed3d7a77141a,24,1040,sao paulo,SP,-23.539898074383967,-46.6366870320561
1159,845e8036c3f7bf62099352f5ed910240,24,21041,rio de janeiro,RJ,-22.864017342489483,-43.23619582584106
1158,5c853bb56f70f4d14218944bae111d7a,24,6715,cotia,SP,-23.59936423675395,-46.86194612989782
1156,23a0ffca143a15b9b5bbdb7d552f626a,24,13520,sao pedro,SP,-22.532213305337347,-47.8867982783284
130,f615fe7efbef0f4f08fd3086bc7a3e60,24,12940,atibaia,SP,-23.10083372439267,-46.53847208534824
1198,6b536a23086fba0d58c08d68814397f6,23,24346,niteroi,RJ,-22.901264999999995,-42.998184403012
1190,7f2617c58d5d06806987308b45654351,23,4571,sao paulo,SP,-23.598554039961936,-46.68871725229382
1191,5bffbafbb22daf6d3bfc216a46db8708,23,26525,nilopolis,RJ,-22.80007596733049,-43.41509774999999
1192,42ef3192a9ff87a22d1867b74b3ee205,23,9090,santo andre,SP,-23.643010171400885,-46.51619383757094
1193,f08c008c8a8d31417763738a1788a2a8,23,85875,santa terezinha de itaipu,PR,-25.430049,-54.392768054408414
1196,13d058e4eeac2ce8217660b2f8a05812,23,6080,osasco,SP,-23.53907651096214,-46.78137394517863
677,b18871c324516afa228a13e8f1ef0ae9,23,4186,sao paulo,SP,-23.64040857227344,-46.58601528439411
1199,888faa8bfb0b159c37de6d898b961c31,23,88750,braco do norte,SC,-28.220764348310524,-49.14500343448136
1200,5075aaa8404020ae6aa8bf4792099b41,23,37706,pocos de caldas,MG,-21.78481621724021,-46.48522488124471
1202,1430239a858e7682bbc43b20758af153,23,4087,sao paulo,SP,-23.60279140760459,-46.65377490724947
1187,2a61c271b1ac763450d846849783e922,23,9175,santo andre,SP,-23.67289759117661,-46.51114561581064
873,52f9db5cfb423382a2fa5c9e39303202,23,19830,echapora,SP,-22.42578088449487,-50.198358781953175
718,082e0bf4cb865a6533b1e8e498cc0255,23,18608,botucatu,SP,-22.84779311748564,-48.45082333461236
1188,2e1a7d075abe038c1b2743005fe42ff1,23,3461,sao paulo,SP,-23.567031471002323,-46.52100559991919
1186,f0837c8d71434931d9e38e7b79234797,23,95995,arvorezinha,RS,-28.8624829034493,-52.17278173800674
104,f593898ec748b7a8cb81fc04edafd98a,23,13920,pedreira,SP,-22.71188902267404,-46.65813811804285
105,4a1f694197d05fe70026b016a7316b41,23,13920,pedreira,SP,-22.71188902267404,-46.65813811804285
1016,b64d51f0435e884e8de603b1655155ae,23,7077,garulhos,SP,-23.43092676602805,-46.40506143435861
1180,f918546be4bec7104d117789ba758b2b,23,5634,sao paulo,SP,-23.601389699694156,-46.73438422217096
1181,52f0fe436a347ddad7ed5f9aa4e27eaa,23,1129,sao paulo,SP,-23.522047449622043,-46.642131776011375
1185,e84ad2127668df3aafc6b73531a0beb8,23,4613,sao paulo,SP,-23.612693514849788,-46.663383274078114
1182,6426d21aca402a131fc0a5d0960a3c90,23,14091,ribeirao preto,SP,-21.18200863113856,-47.77800299999999
1184,41c2bad7229b0c25e6becf179ebf63ff,23,59020,natal,RN,-5.7830687590302885,-35.195285296885224
1183,6d988d6174a2c27441597174f8905515,23,87070,maringa,PR,-23.38280561427132,-51.96222479383207
1229,6288c69c4ce638e59925e59193f98b16,22,9010,santo andre,SP,-23.656385560594057,-46.52052347209885
1224,c35672b10ad50968f567ea3f4b91e877,22,26551,mesquita,RJ,-22.77554044322461,-43.40943456174123
1225,d8c7ba53e7e38711eaef8c2849d6d2e1,22,87120,floresta,PR,-23.607573858590357,-52.07440542856936
1226,503c1de08ae81a2d86f17951b204db55,22,3725,sao paulo,SP,-23.496979136031687,-46.51442339524368
1227,ef2fbc2b607d8492bcffe657a4645434,22,20051,rio de janeiro,RJ,-22.90146307354725,-43.18037629811828
1228,bd697db56ff8e7c9cd1abeb7f72029b2,22,3533,sao paulo,SP,-23.541408660280474,-46.50665518373821
1231,f125f3a310c2e5f822d116147de1e474,22,3068,sao paulo,SP,-23.53540910455389,-46.567168956575614
1121,67bf6941ba2f1fa1d02c375766bc3e53,22,82400,curitiba,PR,-25.381285459893817,-49.32011488144479
1232,d9442042130b7fe579d1295f9f4a248f,22,3550,sao paulo,SP,-23.52870015736628,-46.50537128504239
1234,2156f2671501a81034d7d07f217609d0,22,4776,sp,SP,-23.670372930116123,-46.69029304120185
1222,5670f4db5b62c43d542e1b2d56b0cf7c,22,3694,sao paulo,SP,-23.52590828864725,-46.47347162378098
1237,1c40343cc5d18c2d8248ac2f3366de34,22,13482,limeira,SP,-22.563941217871797,-47.41207894157195
68,b494891378bd8f4560abe576c52deacd,22,4160,sao paulo,SP,-23.623071118241057,-46.60293659755326
1235,bc2ac6b95e1accce9858528ee566c17e,22,13085,campinas,SP,-22.739353948828995,-47.05473260560334
1223,f4db9b37944bcb8873e6b456ee190bbf,22,8599,itaquaquecetuba,SP,-23.44308374266869,-46.32154874999999
1221,7b1222c3624aa89b9558b50a2594188c,22,15041,sao jose do rio preto,SP,-20.78066626733426,-49.3612490763717
1213,e24d3429d294b2eb200b064ebb035879,22,3514,sao paulo,SP,-23.497133083954857,-46.41312715276834
1204,c72de06d72748d1a0dfb2125be43ba63,22,46430,guanambi,BA,-14.175893999999946,-42.75483801742211
1220,6aa3928696eab49a19a466e665a649fd,22,26285,nova iguacu,RJ,-22.69551818958334,-43.43103851289418
1205,5011f0d93373a4c5753adf58ca77af8d,22,11013,santos,SP,-23.93247997638663,-46.31324915090242
615,9dda5bbacd45e18d6485fee649205d09,22,37540,santa rita do sapucai,MG,-22.219183915627728,-45.69164481355569
1212,5b664594895aefb418afaee6d40a9a23,22,25750,petropolis,RJ,-22.29713305354809,-43.05221665421321
817,42fa4ee7240e9b8eb4576358ec142ba7,22,95012,caxias do sul,RS,-29.16381452144753,-51.202792264157765
1208,373ee4a3a775a733770ca3f790b8b9ac,22,22793,rio de janeiro,RJ,-22.829416975412297,-43.26401999999996
1216,55f7a3319d80f7fdf078b8f03e6725fe,22,6056,osasco,SP,-23.56336969637593,-46.7842231984534
1217,054694fa03fe82cec4b7551487331d74,22,15840,itajobi,SP,-21.302586,-49.04686349999999
1219,6a38087bc8ad4f89ff453561005f6dea,22,75123,anapolis,GO,-16.33432608403212,-48.95262089320569
1214,412a4720f3e9431b4afa1476a1acddbe,22,13060,campinas,SP,-22.840773195316224,-47.095325424086816
1252,f97e2b0650c2068227e1d366140eb62f,21,13830,santo antonio de posse,SP,-22.595055345594524,-46.900543518322166
1258,bf100ecb7997df312b285358fb32f92c,21,83070,sao jose dos pinhais,PR,-25.51232063833618,-49.09465297599399
1247,eb5b6204dde3a6e03b5f1bb8479f055b,21,6900,embu guacu,SP,-23.64742127378284,-46.77770895269285
1248,08d2d642cf72b622b14dde1d2f5eb2f5,21,17512,marilia,SP,-22.144633784349917,-49.94378611459118
1251,d03698c2efd04a549382afa6623e27fb,21,45658,ilheus,BA,-14.74024672335682,-39.03246045477199
1257,41da412d33e8da4f22baf55cb1bde82c,21,29260,domingos martins,ES,-20.31664354532068,-40.60241099999999
1255,4305fe92735c8a43d154ff6dd2b8d927,21,35170,coronel fabriciano,MG,-19.475554198970983,-42.617228041098905
1253,430315b7bb4b6e4b3c978f9dfa9b0558,21,4857,sao paulo,SP,-23.40024520700135,-46.60599956203472
1246,66fd84ee7528c0c0de85d0f44a73d5ab,21,98975,campina das missoes,RS,-27.971561999999945,-54.83646386337598
1259,8f78f0903005064036736c7173a5c2ed,21,36325,tiradentes,MG,-21.085488711420645,-44.160191432913976
865,af3ef48d0e13835e529c29ac573c63e5,21,14802,araraquara,SP,-21.752972254511057,-48.16687293198728
1256,d25aa0aaacb370e912f8cf6efeba38b3,21,89108,massaranduba,SC,-26.57655,-48.91346369280705
1254,5bc55dbe2f12b6af6d83ed46023e0dc8,21,35170,coronel fabriciano,MG,-19.475554198970983,-42.617228041098905
590,f9244d45189d3a3605499abddeade7d5,21,3029,sao paulo,SP,-23.526998706907516,-46.61558099999999
1245,3092c0b297aacfb4bb6e056ebe13b9b8,21,7402,aruja,SP,-23.38992662818624,-46.30817893137884
1243,dfc475d54e1b6dbeeb7d7d9bdaa63827,21,81460,curitiba,PR,-25.51840983400681,-49.30659850790585
1241,93b9a99027bd8bd6af682aff18dd19bf,21,7600,mairipora,SP,-23.240208400066837,-46.4465008927407
1240,808d4348b916efa08e766ebad39f61eb,21,2336,sao paulo,SP,-23.47876427950248,-46.61360747515727
1239,6562efe88ce0826a4ca4f189f03b4b84,21,87005,maringa,PR,-23.434397065980274,-51.9221006889664
1238,b347677812ea483b0f528eaf8cbc09b7,21,82540,curitiba,PR,-25.382911465851944,-49.24303087455581
945,6b15924333bd1a741595fe981ea04822,21,9541,sao caetano do sul,SP,-23.61411,-46.556241742632
1244,679769a98cfcc6da877c8486ff1c13f3,21,35162,ipatinga,MG,-19.43803087632108,-42.50807247839426
794,cfa5ab0e4d3fc212fd0b3410e7081c62,21,36500,uba,MG,-21.0853485,-42.89258548805741
630,973f21788dfab357250f69a8dcb7ddee,21,35530,claudio,MG,-20.36409433606234,-44.6821653773091
1268,099095b050cfe8eb1ddff5317587e96e,20,3322,sao paulo,SP,-23.54376675491955,-46.554668554677136
1274,542917da124346b47ea1ac79a93ce454,20,82560,curitiba,PR,-25.37476285100724,-49.23495864577174
1267,7f152321c60a266edc53af1925ef96c1,20,88801,criciuma,SC,-28.671919763090724,-49.360352658302205
1271,b1fecf4da1fa2689bccffa0121953643,20,79107,campo grande,MS,-20.42860105995724,-54.66724322858889
1269,30a81d8cf85fb2ada1b1b094c9583a95,20,3563,sao paulo,SP,-23.540100045242067,-46.48719830474925
1272,3dbbce181edfaa4a597ec858c382d2ec,20,82515,curitiba,PR,-25.385366620575336,-49.224505060416135
1270,1354d51653f645349064725ed204e85e,20,1230,sao paulo,SP,-23.53162749402739,-46.65313760144839
1266,b4f8921fcc4ff77b66bea6dda43dcd51,20,95034,caxias do sul,RS,-29.14527777861904,-51.18302621980104
1278,270297ead4c65a6cd2593960d2af6b21,20,4696,sao paulo,SP,-23.663520807923227,-46.69090998444809
1265,89bc797e2e29667aa035d4368f9b7f92,20,2969,sao paulo,SP,-23.48157580099833,-46.64020591649072
1262,65b081a070633e057c462abdd6fb9dd8,20,75650,morrinhos,GO,-17.71444796378272,-49.08272237676421
366,e250d617a0ad591ba9bd663e584a895d,20,7084,guarulhos,SP,-23.42548506633389,-46.484469408993874
1261,d354c38a7182125a748cb10474fe963b,20,28495,aperibe,RJ,-21.619832076531885,-42.0852408535048
276,f4c4daa86e30c7e5a553a8d518ac03a5,20,85801,cascavel,PR,-24.9533274134344,-53.45202121717929
1209,4342d4b2ba6b161468c63a7e7cfce593,20,22793,rio de janeiro,RJ,-22.829416975412297,-43.26401999999996
170,ffff564a4f9085cd26170f4732393726,20,13070,campinas,SP,-22.826654114733348,-47.06735836983537
30,4b0fdb526525f9890eb145bf1534640e,20,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
1275,392e0502231ae2f8b29994ef6398cd77,20,18760,cerqueira cesar,SP,-23.01812472953806,-49.12053649999996
1276,4736e9d642ef4257cd7622516931eb51,20,13424,piracicaba,SP,-22.73949999336356,-47.62162160921004
1277,ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,20,8140,sao paulo,SP,-23.498227854290484,-46.38499898834323
1280,9bcdfa7b615b3abb9461d9e3ad9886ae,20,89053,blumenau,SC,-26.870308029978624,-49.07183056352269
1281,ffdd9f82b9a447f6f8d4b91554cc7dd3,20,80030,curitiba,PR,-25.41082769668712,-49.25456839148247
751,33c51922b6e3c16b24a8f28e5833c99d,20,86010,londrina,PR,-23.30870251399403,-51.133055099907175
1279,d3674f271c91f824f82d24d92011f669,20,72233,brasilia,DF,-15.846914233261952,-48.11136353377125
1301,1b8b75e227c9a9c100d0c210fb6176ce,19,5468,sao paulo,SP,-23.53634728642737,-46.71336213552266
767,4978a02ea9c8be7a9b5480680f40334e,19,8215,sao paulo,SP,-23.5310535672969,-46.44061323619365
1160,863d2ebcd347ce4922de7a0f9a5581d6,19,21041,rio de janeiro,RJ,-22.864017342489483,-43.23619582584106
1319,a44fb5a447105f8469bdf16bf9159f25,19,91920,porto alegre,RS,-29.991935999999946,-51.11209249999996
1317,9f50216bfd01913736a55a11b55ea842,19,12020,taubate,SP,-23.00334239550502,-45.54979718846195
1312,81336a0f57a33776419727a300249e90,19,13560,sao carlos,SP,-22.00445009477602,-47.8794729970858
1309,a425f92c199eb576938df686728acd20,19,81050,curitiba,PR,-25.480305,-49.29225415237462
1307,cb5df0dcb9e280b1780e9d589889f2c7,19,15115,bady bassitt,SP,-20.90534195946848,-49.44132822436816
1306,d8cf3b6a2151949f930d0252b180ec42,19,87160,mandaguacu,PR,-23.322892041712034,-52.08575482493378
1304,67883baaae6134ee81b271a542613728,19,1310,sao paulo,SP,-23.55483652400601,-46.64900121549415
1302,8ed8ea9a57c862f2c18c2fe41f601d56,19,89030,blumenau,SC,-26.879808416036735,-49.07666835026453
62,62c50c1af4dfdc4149d25c5222043d39,19,4782,sao paulo,SP,-23.68211925950717,-46.70188324132953
1300,ecccfa2bb93b34a3bf033cc5d1dcdc69,19,81810,curitiba,PR,-25.496642931831243,-49.26597586011885
1295,094ced053e257ae8cae57205592d6712,19,14095,ribeirao preto,SP,-21.18562547876395,-47.75870110644007
1284,ea00f977a203ff88adf7057cb7806998,19,11085,santos,SP,-23.929986142391304,-46.340044249471774
1282,54c04bdb5ec46762f8f08c7e8f86ed4a,19,88037,florianopolis,SC,-27.59088779156327,-48.4972391877776
1291,2e3be8a987a30d7544dbbda6861cc14e,19,30620,belo horizonte,MG,-19.89007300411792,-43.91258284358516
1293,e5475dcab1e07b63d7f6e902d8f5eda8,19,9921,diadema,SP,-23.6732664457269,-46.61008661627915
1285,ce69a8021d18961dd2a40269b7c2c293,19,81070,curitiba,PR,-25.44980766749383,-49.28204327655963
1294,8602a61d680a10a82cceeeda0d99ea3d,19,1001,sao paulo,SP,-23.54929199999999,-46.633559478233785
1296,e7f3bf1ecd8526eb7f3b18059e6716e5,19,11680,ubatuba,SP,-23.360978676164056,-44.78648111761174
1297,7bac63f6603d382cc8d0832eb6c100a8,19,5713,sao paulo,SP,-23.621101491257438,-46.72809068542597
1290,f5b44895715ddfe3087dc414f30268f3,19,18017,sorocaba,SP,-23.48267449757517,-47.39589971896832
1299,179d859f51292aac5c10806a356f7af9,19,9411,ribeirao pires,SP,-23.71512365021925,-46.38485445454266
1352,ad97a199236354e53fcd91a5a913e9a2,18,88350,brusque,SC,-27.090974648244657,-48.90785427037584
1346,f1ed6bd0a9b11b581f16c851c6a5a527,18,90240,porto alegre,RS,-29.98522529669916,-51.18593042895929
1348,9803a40e82e45418ab7fb84091af5231,18,75901,rio verde,GO,-17.752519999999947,-50.50423033995042
1349,06bb3a2fe5e7b7a845b13e8fb91bd944,18,31844,belo horizonte,MG,-19.830185948092836,-43.91010481077719
1350,b1b3948701c5c72445495bd161b83a4c,18,3390,sao paulo,SP,-23.59066048459233,-46.52392599121014
1351,fbc14c0cf93505ef89f64665ffa4a7b5,18,14150,serrana,SP,-21.191588212920717,-47.587887626936
1358,ffa6adafb71b807dc13159e26431354c,18,86030,londrina,PR,-23.28344916071316,-51.110562699323935
247,a369d693961cb93b61ca2cc518872a85,18,15081,sao jose do rio preto,SP,-20.83463354943257,-49.33374674716971
1354,da7039f29f90ce5b4846ffc0fcc93beb,18,9041,santo andre,SP,-23.651712291568987,-46.5304661804259
1355,82cb9f452fe8334df74b22d37824b431,18,95013,caxias do sul,RS,-29.157752482587934,-51.193820798847554
1357,6bb0724edf0b62fb91ac404873a97241,18,6700,cotia,SP,-23.590202451057326,-46.838504781908405
1230,f4a04f7be452aa3bb31760bf00055dd0,18,9010,santo andre,SP,-23.656385560594057,-46.52052347209885
1359,e81e1f9c3e762e620f3fb60a51499e16,18,89520,curitibanos,SC,-27.27340251482379,-50.562116390024286
156,f08a5b9dd6767129688d001acafc21e5,18,90230,porto alegre,RS,-29.987027221626164,-51.19007361226844
1343,8a2d12a90e92f012ce5226fc6592b653,18,81210,curitiba,PR,-25.43772393698433,-49.220225538105815
1345,6c12e40690c335dbc2f68a4134d30dc1,18,84178,castro,PR,-24.79611036875941,-49.99809058161404
1339,1fdc574883ef3b33ad41562d93f3a74a,18,13480,limeira,SP,-22.55492782791854,-47.33018100000001
1330,2646baaf662d4d92ac48f047e35db92d,18,3303,sao paulo,SP,-23.544022347221347,-46.574596168330544
1042,c26a2be5b53b7db6b276280da212a779,18,28630,nova friburgo,RJ,-22.234252323654832,-42.53186508344177
1324,15cd6eefe58588619aaed41dfa6621b1,18,35400,ouro preto,MG,-20.28916136686567,-43.47089862186552
1325,989becdce12ebc39863c2bceab6f3ca1,18,81730,curitiba,PR,-25.49944018428648,-49.21628750440633
1327,270d3ef21830ad0ecf3a6c53d08a533a,18,6380,carapicuiba,SP,-23.5352275818968,-46.833627579353866
1328,72bc2cce903c872fe376a8faaa81d237,18,4693,sao paulo,SP,-23.677057743404585,-46.685560293067546
1329,cda598c48d7c614bc1cad7d8ff6f0010,18,15137,mirassol,SP,-20.815796066982557,-49.48769770886853
1320,822bad9bc42b51213ba522fe87b7ab5d,18,88330,balneario camboriu,SC,-26.971891376074787,-48.58777480641337
1331,7a425d299613df3e613bcf9d2eaf5c49,18,22790,rio de janeiro,RJ,-22.87867110141488,-43.17358790636223
520,f5f2ab9bdb6b30c14c61be68c5ed37da,18,13660,porto ferreira,SP,-21.830637020768787,-47.44864108192776
665,4324dd16853115efb0fd9d0d131ba6f4,18,13720,sao jose do rio pardo,SP,-20.768970801736305,-46.84168792355887
1337,7586919161935337bf6b6d7ff5779648,18,21921,rio de janeiro,RJ,-22.79927714004985,-43.17640838941539
1338,59417c56835dd8e2e72f91f809cd4092,18,13480,limeira,SP,-22.55492782791854,-47.33018100000001
1336,77e4abfd739aed9c46480f90f81c0eb4,18,70767,brasilia,DF,-15.744221999999992,-47.89375596058631
1398,3935fe5fe0f82787a9dcb8deb62be09d,17,4905,sao paulo,SP,-23.66895894465515,-46.73471028763156
1391,768a86e36ad6aae3d03ee3c6433d61df,17,1529,sao paulo,SP,-23.56421133943106,-46.629869526371934
1392,9d5604a1f112324ad6b2aa552122e0fb,17,88075,florianopolis,SP,-27.577761968347936,-48.56867809893824
32,53d00c40e32aeb924a84ce72b1af869d,17,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
1395,c1ed9e3daf6154542826a6996af0fb8c,17,88308,itajai,SC,-26.910135,-48.68310149999999
1396,b1aaae6b66ad3c40f54b389d7ea4bee0,17,4714,sao paulo,SP,-23.626437590339908,-46.69509824202202
1397,1d503743d2526f03f0c2c89540ee008c,17,1035,sao paulo,SP,-23.54020455565808,-46.63739650167344
1402,d06d019f72a04e5497a0b64190af170c,17,6703,cotia,SP,-23.583426315831005,-46.89185574584135
1399,5b33b527da3c5b969cc99dc435cad09a,17,87702,paranavai,PR,-23.07034714597502,-52.45147411938168
1400,b5e3e38609125694d2ea2417522a60b7,17,88020,florianopolis,SC,-27.58343572938432,-48.53690154968545
1403,02dcd3e8e25bee036e32512bcf175493,17,32310,contagem,MG,-19.87638107338245,-44.01528302791657
867,02c988090b766852e088c69d7fb3b551,17,13473,americana,SP,-22.696829179459947,-47.29427376961522
31,5b0cc932433fa5184b5b94bfe6bcc256,17,14940,ibitinga,SP,-21.734662725633285,-48.8093491424973
729,a066df7361163e7ddc5d7452dd17448b,17,14401,franca,SP,-20.50828980381734,-47.3691840519552
1387,ed8cb7b190ceb6067227478e48cf8dde,17,11015,santos,SP,-23.9332004102596,-46.29891250014423
1390,d4f117125b59ce73c3302f88ee40c458,17,4058,sao paulo,SP,-23.60613820038664,-46.64551157423973
1394,e3a386fc36e22064434e1fa256f6a9fa,17,13165,engenheiro coelho,SP,-22.455656219238968,-47.16533599999997
1386,04aa0a1c5ce6b222003403a3e11c3cc0,17,13150,cosmopolis,SP,-22.623612899881604,-47.15124331710132
1365,c4d51195486dc781531876a7d00453d8,17,19023,presidente prudente,SP,-22.1039648609771,-51.38097272237719
1361,a08692680c77d30a0b4280da5df01c5a,17,4719,sao paulo,SP,-23.626152000000005,-46.69762796502971
1385,e48cc16ab70bfa09e1401740dce0b3d7,17,16022,aracatuba,SP,-21.226043744806745,-50.45814682357588
261,b33aaadd1a8891d2dfef0c4c3bdf0371,17,13481,limeira,SP,-22.557497935618045,-47.36983432147516
320,921323538c9f1c4e816f2720eac02bea,17,1319,sao paulo,SP,-23.55071881932019,-46.63809035636795
468,c12b92bf1c350f3e6bf88d3596219c86,17,17400,garca,SP,-22.1960277393134,-49.6209926620507
460,60562ab00b8054280520d390c8c0045c,17,4809,sao paulo,SP,-23.7122619914661,-46.69183617213152
1362,bba3293d6f5d5af2f415e004e8b93ae3,17,4726,sao paulo,SP,-23.63142471135092,-46.70944134985536
1364,25e47381a6c510ddeb36084e33b89f0c,17,11720,praia grande,SP,-24.005057375238064,-46.44621480539975
1363,87d30a6a0cbf89356e49324971ab1d24,17,2036,sao paulo,SP,-23.500755905804013,-46.61746152844941
1367,63ffcb71394dd8ea3872ed9ffda17c74,17,24813,itaborai,RJ,-22.70666999999997,-42.85328270865894
1368,c679fb69a36e1d8349e8c50a217b4d58,17,95020,caxias do sul,RS,-29.15602733262661,-51.16055822177367
1371,fe49ee029e61e789a1f3a5525f57ba8d,17,6018,osasco,SP,-23.53801672020906,-46.77305145516196
1374,afa6714acee029b2dfdf357e5579cc03,17,13690,descalvado,SP,-21.893340546655956,-47.59179430934782
